id,title,authors,journal_num,abs,pdf,bib,code,supplementary,website,blog,abstract,skills,data_skills
161,MetaGrad: Adaptation using Multiple Learning Rates in Online Learning,"Tim van Erven, Wouter M. Koolen, Dirk van der Hoeven","(161):1−61, 2021.",https://jmlr.org/papers/v22/20-1444.html,https://jmlr.org/papers/volume22/20-1444/20-1444.pdf,https://jmlr.org/papers/v22/20-1444.bib,https://github.com/DirkvdH/Online-Appendix-MetaGrad,,,,"We provide a new adaptive method for online convex optimization, MetaGrad, that is robust to general convex losses but achieves faster rates for a broad class of special functions, including exp-concave and strongly convex functions, but also various types of stochastic and non-stochastic functions without any curvature. We prove this by drawing a connection to the Bernstein condition, which is known to imply fast rates in offline statistical learning. MetaGrad further adapts automatically to the size of the gradients. Its main feature is that it simultaneously considers multiple learning rates, which are weighted directly proportional to their empirical performance on the data using a new meta-algorithm. We provide three versions of MetaGrad. The full matrix version maintains a full covariance matrix and is applicable to learning tasks for which we can afford update time quadratic in the dimension. The other two versions provide speed-ups for high-dimensional learning tasks with an update time that is linear in the dimension: one is based on sketching, the other on running a separate copy of the basic algorithm per coordinate. We evaluate all versions of MetaGrad on benchmark online classification and regression tasks, on which they consistently outperform both online gradient descent and AdaGrad.",Algorithm; Classification and Regression Tree; Covariance Matrix; Curvature; Gradient Descent; Regression,Regressions
162,Counterfactual Mean Embeddings,"Krikamol Muandet, Motonobu Kanagawa, Sorawit Saengkyongam, Sanparith Marukatat","(162):1−71, 2021.",https://jmlr.org/papers/v22/20-185.html,https://jmlr.org/papers/volume22/20-185/20-185.pdf,https://jmlr.org/papers/v22/20-185.bib,https://github.com/sorawitj/counterfactual-mean-embedding,,,,"Counterfactual inference has become a ubiquitous tool in online advertisement, recommendation systems, medical diagnosis, and econometrics. Accurate modelling of outcome distributions associated with different interventions---known as counterfactual distributions---is crucial for the success of these applications. In this work, we propose to model counterfactual distributions using a novel Hilbert space representation called counterfactual mean embedding (CME). The CME embeds the associated counterfactual distribution into a reproducing kernel Hilbert space (RKHS) endowed with a positive definite kernel, which allows us to perform causal inference over the entire landscape of the counterfactual distribution. Based on this representation, we propose a  distributional treatment effect (DTE) which can quantify the causal effect over entire outcome distributions. Our approach is nonparametric as the CME can be estimated under the unconfoundedness assumption from observational data without requiring any parametric assumption about the underlying distributions. We also establish a rate of convergence of the proposed estimator which depends on the smoothness of the conditional mean and the Radon-Nikodym derivative of the underlying marginal distributions. Furthermore, our framework allows for more complex outcomes such as images, sequences, and graphs. Our experimental results on synthetic data and off-policy evaluation tasks demonstrate the advantages of the proposed estimator.",Derivative; Econometrics; Graph; Image; Inference; Modelling; Presentation; Recommendation System; Sequence,Presentation Skill
163,PeerReview4All: Fair and Accurate Reviewer Assignment in Peer Review,"Ivan Stelmakh, Nihar Shah, Aarti Singh","(163):1−66, 2021.",https://jmlr.org/papers/v22/20-190.html,https://jmlr.org/papers/volume22/20-190/20-190.pdf,https://jmlr.org/papers/v22/20-190.bib,,,,,"We consider the problem of automated assignment of papers to reviewers in conference peer review, with a focus on fairness and statistical accuracy. Our fairness objective is to maximize the review quality of the most disadvantaged paper, in contrast to the commonly used objective of maximizing the total  quality over all papers. We design an assignment algorithm based on an incremental max-flow procedure that we prove is near-optimally fair. Our statistical accuracy objective is to ensure correct recovery of the papers that should be accepted. We  provide a sharp minimax analysis of the accuracy of the peer-review process for a popular objective-score model as well as for a novel subjective-score model that we propose in the paper. Our analysis proves that our proposed assignment algorithm also leads to a near-optimal statistical accuracy. Finally, we design a novel experiment that allows for an objective comparison of various assignment algorithms, and overcomes the inherent difficulty posed by the absence of a ground truth in experiments on peer-review. The results of this experiment as well as of other experiments on synthetic and real data corroborate the theoretical guarantees of our algorithm.",Accuracy; Algorithm; Analysis; Objective-C; Web Design,
164,Improving Reproducibility in Machine Learning Research(A Report from the NeurIPS 2019 Reproducibility Program),"Joelle Pineau, Philippe Vincent-Lamarre, Koustuv Sinha, Vincent Lariviere, Alina Beygelzimer, Florence d'Alche-Buc, Emily Fox, Hugo Larochelle","(164):1−20, 2021.",https://jmlr.org/papers/v22/20-303.html,https://jmlr.org/papers/volume22/20-303/20-303.pdf,https://jmlr.org/papers/v22/20-303.bib,,,,,"One of the challenges in machine learning research is to ensure that presented and published results are sound and reliable. Reproducibility, that is obtaining similar results as presented in a paper or talk, using the same code and data (when available), is a necessary step to verify the reliability of research findings. Reproducibility is also an important step to promote open and accessible research, thereby allowing the scientific community to quickly integrate new findings and convert ideas to practice. Reproducibility also promotes the use of robust experimental workflows, which potentially reduce unintentional errors. In 2019, the Neural Information Processing Systems (NeurIPS) conference, the premier international conference for research in machine learning, introduced a reproducibility program, designed to improve the standards across the community for how we conduct, communicate, and evaluate machine learning research. The program contained three components: a code submission policy, a community-wide reproducibility challenge, and the inclusion of the Machine Learning Reproducibility checklist as part of the paper submission process. In this paper, we describe each of these components, how it was deployed, as well as what we were able to learn from this initiative.",Machine Learning; Processing; Research,
165,Implicit Self-Regularization in Deep Neural Networks: Evidence from Random Matrix Theory and Implications for Learning,"Charles H. Martin, Michael W. Mahoney","(165):1−73, 2021.",https://jmlr.org/papers/v22/20-410.html,https://jmlr.org/papers/volume22/20-410/20-410.pdf,https://jmlr.org/papers/v22/20-410.bib,,,,,"Random Matrix Theory (RMT) is applied to analyze the weight matrices of Deep Neural Networks (DNNs), including both production quality, pre-trained models such as AlexNet and Inception, and smaller models trained from scratch, such as LeNet5 and a miniature-AlexNet.  Empirical and theoretical results clearly indicate that the DNN training process itself implicitly implements a form of Self-Regularization, implicitly sculpting a more regularized energy or penalty landscape.  In particular, the empirical spectral density (ESD) of DNN layer matrices displays signatures of traditionally-regularized statistical models, even in the absence of exogenously specifying traditional forms of explicit regularization, such as Dropout or Weight Norm constraints.  Building on relatively recent results in RMT, most notably its extension to Universality classes of Heavy-Tailed matrices, and applying them to these empirical results, we develop a theory to identify 5+1 Phases of Training, corresponding to increasing amounts of Implicit Self-Regularization.  These phases can be observed during the training process as well as in the final learned DNNs.  For smaller and/or older DNNs, this Implicit Self-Regularization is like traditional Tikhonov regularization, in that there is a “size scale” separating signal from noise.  For state-of-the-art DNNs, however, we identify a novel form of Heavy-Tailed Self-Regularization, similar to the self-organization seen in the statistical physics of disordered systems (such as classical models of actual neural activity).  This results from correlations arising at all size scales, which for DNNs arises implicitly due to the training process itself.  This implicit Self-Regularization can depend strongly on the many knobs of the training process.  In particular, we demonstrate that we can cause a small model to exhibit all 5+1 phases of training simply by changing the batch size.  Our results suggest that large, well-trained DNN architectures should exhibit Heavy-Tailed Self-Regularization, and we discuss the theoretical and practical implications of this.",Architecture; Correlation; LeNet; Neural Network; Physics; Sales; Statistical Model; Training,
166,The ensmallen library for flexible numerical optimization,"Ryan R. Curtin, Marcus Edel, Rahul Ganesh Prabhu, Suryoday Basak, Zhihao Lou, Conrad Sanderson","(166):1−6, 2021.  (Machine Learning Open Source Software Paper)",https://jmlr.org/papers/v22/20-416.html,https://jmlr.org/papers/volume22/20-416/20-416.pdf,https://jmlr.org/papers/v22/20-416.bib,https://github.com/mlpack/ensmallen,,,,"We overview the ensmallen numerical optimization library, which provides a flexible C++ framework for mathematical optimization of user-supplied objective functions. Many types of objective functions are supported, including general, differentiable, separable, constrained, and categorical. A diverse set of pre-built optimizers is provided, including Quasi-Newton optimizers and many variants of Stochastic Gradient Descent. The underlying framework facilitates the implementation of new optimizers. Optimization of an objective function typically requires supplying only one or two C++ functions. Custom behavior can be easily specified via callback functions. Empirical comparisons show that ensmallen outperforms other frameworks while providing more functionality. The library is available at https://ensmallen.org and is distributed under the permissive BSD license.",C++; Gradient Descent; Mathematical Optimization; Objective-C,C++
167,Estimation and Optimization of Composite Outcomes,"Daniel J. Luckett, Eric B. Laber, Siyeon Kim, Michael R. Kosorok","(167):1−40, 2021.",https://jmlr.org/papers/v22/20-429.html,https://jmlr.org/papers/volume22/20-429/20-429.pdf,https://jmlr.org/papers/v22/20-429.bib,,,,,"There is tremendous interest in precision medicine as a means to improve patient outcomes by tailoring treatment to individual characteristics.  An individualized treatment rule formalizes precision medicine as a map from patient information to a  recommended treatment. A treatment rule is defined to be optimal if it maximizes the mean of a scalar outcome in a population of interest, e.g., symptom reduction. However, clinical and intervention scientists often seek to balance multiple and possibly competing outcomes, e.g., symptom reduction and the risk of an adverse event. One approach to precision medicine in this setting is to elicit a composite outcome which balances all competing outcomes; unfortunately, eliciting a composite outcome directly from patients is difficult without a high-quality instrument, and an expert-derived composite outcome may not account for heterogeneity in patient preferences. We propose a new paradigm for the study of precision  medicine using observational data that relies solely on the assumption  that clinicians are approximately (i.e., imperfectly) making decisions to maximize individual patient utility. Estimated composite outcomes are subsequently used to construct an estimator of an individualized treatment rule which maximizes the mean of patient-specific composite outcomes. The estimated composite outcomes and estimated optimal individualized treatment rule provide new insights into patient preference heterogeneity, clinician behavior, and the value of precision medicine in a given domain. We derive inference procedures for the proposed estimators under mild conditions and demonstrate their finite sample performance through a suite of simulation experiments and an illustrative application to data from a study of bipolar depression.",Inference; Medicine; Population; Scala; Scalr; Utility,
168,"Asymptotic Normality, Concentration, and Coverage of Generalized Posteriors",Jeffrey W. Miller,"(168):1−53, 2021.",https://jmlr.org/papers/v22/20-469.html,https://jmlr.org/papers/volume22/20-469/20-469.pdf,https://jmlr.org/papers/v22/20-469.bib,,,,,"Generalized likelihoods are commonly used to obtain consistent estimators with attractive computational and robustness properties. Formally, any generalized likelihood can be used to define a generalized posterior distribution, but an arbitrarily defined ""posterior"" cannot be expected to appropriately quantify uncertainty in any meaningful sense. In this article, we provide sufficient conditions under which generalized posteriors exhibit concentration, asymptotic normality (Bernstein-von Mises), an asymptotically correct Laplace approximation, and asymptotically correct frequentist coverage. We apply our results in detail to generalized posteriors for a wide array of generalized likelihoods, including pseudolikelihoods in general, the Gaussian Markov random field pseudolikelihood, the fully observed Boltzmann machine pseudolikelihood, the Ising model pseudolikelihood, the Cox proportional hazards partial likelihood, and a median-based likelihood for robust inference of location. Further, we show how our results can be used to easily establish the asymptotics of standard posteriors for exponential families and generalized linear models. We make no assumption of model correctness so that our results apply with or without misspecification.",Approximation; Array; Generalized Linear Model (GLM); Inference; Media; Uncertainty,
169,First-order Convergence Theory for Weakly-Convex-Weakly-Concave Min-max Problems,"Mingrui Liu, Hassan Rafique, Qihang Lin, Tianbao Yang","(169):1−34, 2021.",https://jmlr.org/papers/v22/20-533.html,https://jmlr.org/papers/volume22/20-533/20-533.pdf,https://jmlr.org/papers/v22/20-533.bib,,,,,"In this paper, we consider first-order convergence theory and algorithms for solving a class of non-convex non-concave min-max saddle-point problems, whose objective function is weakly convex in the variables of minimization and weakly concave in the variables of maximization. It has many important applications in machine learning including training Generative Adversarial Nets (GANs). We propose an algorithmic framework  motivated by the inexact proximal point method, where the weakly monotone variational inequality (VI) corresponding to the original min-max problem is solved through approximately solving a sequence of strongly monotone VIs constructed by adding a strongly monotone mapping to the original gradient mapping. We prove first-order convergence to  a nearly stationary  solution of the original min-max problem of the generic algorithmic framework and establish different rates by employing different algorithms for solving each strongly monotone VI. Experiments verify the convergence theory and also demonstrate the effectiveness of the proposed methods on training GANs.",Algorithm; Machine Learning; Mapping; Objective-C; Sequence; Training; Variable,
170,Black-Box Reductions for Zeroth-Order Gradient  Algorithms  to Achieve Lower  Query Complexity,"Bin Gu, Xiyuan Wei, Shangqian Gao, Ziran Xiong, Cheng Deng, Heng Huang","(170):1−47, 2021.",https://jmlr.org/papers/v22/20-611.html,https://jmlr.org/papers/volume22/20-611/20-611.pdf,https://jmlr.org/papers/v22/20-611.bib,,,,,"Zeroth-order (ZO) optimization has been the key technique for various machine learning applications especially for black-box adversarial attack, where models need to be learned in a gradient-free manner. Although many ZO algorithms have been proposed, the high function query complexities hinder their applications seriously. To address this challenging problem, we propose two stagewise black-box reduction frameworks for ZO algorithms under convex and non-convex settings respectively, which lower down the function query complexities of ZO algorithms. Moreover, our frameworks can directly derive the convergence results of ZO algorithms under convex and non-convex settings without extra analyses, as long as convergence results under strongly convex setting are given. To illustrate the advantages, we further study ZO-SVRG, ZO-SAGA and ZO-Varag under strongly-convex setting and use our frameworks to directly derive the convergence results under convex and non-convex settings. The function query complexities of these algorithms derived by our frameworks are lower than that of their vanilla counterparts without frameworks, or even lower than that of state-of-the-art algorithms. Finally we conduct numerical experiments to illustrate the superiority of our frameworks.",Algorithm; Box; Complexity; Machine Learning; jQuery,
171,Optimal Rates of Distributed Regression with Imperfect Kernels,"Hongwei Sun, Qiang Wu","(171):1−34, 2021.",https://jmlr.org/papers/v22/20-627.html,https://jmlr.org/papers/volume22/20-627/20-627.pdf,https://jmlr.org/papers/v22/20-627.bib,,,,,"Distributed machine learning systems have been receiving increasing attentions for their efficiency to process large scale data. Many distributed frameworks have been proposed for different machine learning tasks. In this paper, we study the distributed kernel regression via the divide and conquer approach. The learning process consists of three stages. Firstly, the data is partitioned into multiple subsets. Then a base kernel regression algorithm is applied to each subset to learn a local regression model. Finally the local models are averaged to generate the final regression model for the purpose of predictive analytics or statistical inference. This approach has been proved asymptotically minimax optimal if the kernel is perfectly selected so that the true regression function lies in the associated reproducing kernel Hilbert space. However, this is usually, if not always, impractical because kernels that can only be selected via prior knowledge or a tuning process are hardly perfect. Instead it is more common that the kernel is good enough but imperfect in the sense that the true regression can be well approximated by but does not lie exactly in the kernel space. We show distributed kernel regression can still achieve capacity independent optimal rate in this case. To this end, we first establish a general framework that allows to analyze distributed regression with response weighted base algorithms by bounding the error of such algorithms on a single data set, provided that the error bounds have factored the impact of unexplained variance of the response variable. Then we perform a leave one out analysis of the kernel ridge regression and bias corrected kernel ridge regression, which in combination with the aforementioned framework allows us to derive sharp error bounds and capacity independent optimal rates for the associated distributed kernel regression algorithms. As a byproduct of the thorough analysis, we also prove the kernel ridge regression can achieve rates faster than $O(N^{-1})$ (where $N$ is the sample size) in the noise free setting which, to our best knowledge, are first observed and novel in regression learning.",Algorithm; Analysis; Inference; Machine Learning; Predictive Analytics; Regression; Ridge Regression; Variable,Regressions
172,Unlinked Monotone Regression,"Fadoua Balabdaoui, Charles R. Doss, Cécile Durot","(172):1−60, 2021.",https://jmlr.org/papers/v22/20-689.html,https://jmlr.org/papers/volume22/20-689/20-689.pdf,https://jmlr.org/papers/v22/20-689.bib,,,,,"We consider so-called univariate unlinked (sometimes “decoupled,” or “shuffled”) regression when the unknown regression curve is monotone.  In standard monotone regression, one observes a pair $(X,Y)$ where a response $Y$ is linked to a  covariate $X$ through the model $Y= m_0(X) + \epsilon$, with $m_0$ the (unknown) monotone regression function and $\epsilon$ the unobserved error (assumed to be independent of $X$).  In the unlinked regression setting one gets only to observe a vector of realizations from both the response $Y$ and from the covariate $X$ where now $Y \stackrel{d}{=} m_0(X) + \epsilon$.  There is no (observed) pairing of $X$ and $Y$.  Despite this, it is actually still possible to derive a consistent non-parametric estimator of $m_0$ under the assumption of monotonicity of $m_0$ and knowledge of the distribution of the noise $\epsilon$.  In this paper, we establish an upper bound on the rate of convergence of such an estimator under minimal assumption on the distribution of the covariate $X$.  We discuss extensions to the case in which the distribution of the noise is unknown.  We develop a second order algorithm for its computation, and we demonstrate its use on synthetic data.  Finally, we apply our method (in a fully data driven way, without knowledge of the error distribution) on longitudinal data from the US Consumer Expenditure Survey.",Algorithm; Regression,Regressions
173,Replica Exchange for Non-Convex Optimization,"Jing Dong, Xin T. Tong","(173):1−59, 2021.",https://jmlr.org/papers/v22/20-697.html,https://jmlr.org/papers/volume22/20-697/20-697.pdf,https://jmlr.org/papers/v22/20-697.bib,,,,,"Gradient descent (GD) is known to converge quickly for convex objective functions, but it can be trapped at local minima. On the other hand, Langevin dynamics (LD) can explore the state space and find global minima, but in order to give accurate estimates, LD needs to run with a small discretization step size and weak stochastic force, which in general slow down its convergence. This paper shows that these two algorithms can “collaborate"" through a simple exchange mechanism, in which they swap their current positions if LD yields a lower objective function.  This idea can be seen as the singular limit of the replica-exchange technique from the sampling literature. We show that this new algorithm converges to the global minimum linearly with high probability, assuming the objective function is strongly convex in a neighborhood of the unique global minimum. By replacing gradients with stochastic gradients, and adding a proper threshold to the exchange mechanism, our algorithm can also be used in online settings. We also study non-swapping variants of the algorithm, which achieve similar performance. We further verify our theoretical results through some numerical experiments and observe superior performances of the proposed algorithm over running GD or LD alone.",Algorithm; Gradient Descent; Literature; Objective-C; Probability; Sampling,
174,Achieving Fairness in the Stochastic Multi-Armed Bandit Problem,"Vishakha Patil, Ganesh Ghalme, Vineet Nair, Y. Narahari","(174):1−31, 2021.",https://jmlr.org/papers/v22/20-704.html,https://jmlr.org/papers/volume22/20-704/20-704.pdf,https://jmlr.org/papers/v22/20-704.bib,,,,,"We study an interesting variant of the stochastic multi-armed bandit problem, which we call the Fair-MAB  problem, where, in addition to the objective of maximizing the sum of expected rewards, the algorithm also needs to ensure that at any time, each arm is pulled at least a pre-specified fraction of times. We investigate the interplay between learning and  fairness in terms of a pre-specified vector denoting the fractions of guaranteed pulls. We define a  fairness-aware regret, which we call $r$-Regret, that takes into account the above fairness constraints and extends the conventional notion of regret in a natural way. Our primary contribution is to obtain a complete characterization of a class of Fair-MAB algorithms via two parameters: the unfairness tolerance and the learning algorithm used as a black-box. For this class of algorithms, we provide a fairness guarantee that holds uniformly over time, irrespective of the chosen learning algorithm. Further, when the learning algorithm is UCB1, we show that our algorithm achieves constant $r$-Regret for a large enough time horizon. Finally, we analyze the cost of fairness in terms of the conventional notion of regret. We conclude by experimentally validating our theoretical results.",Algorithm; Box; Fraction; Objective-C,
175,Doubly infinite residual neural networks: a diffusion process approach,"Stefano Peluchetti, Stefano Favaro","(175):1−48, 2021.",https://jmlr.org/papers/v22/20-706.html,https://jmlr.org/papers/volume22/20-706/20-706.pdf,https://jmlr.org/papers/v22/20-706.bib,,,,,"Modern neural networks featuring a large number of layers (depth) and units per layer (width) have achieved a remarkable performance across many domains. While there exists a vast literature on the interplay between infinitely wide neural networks and Gaussian processes, a little is known about analogous interplays with respect to infinitely deep neural networks. Neural networks with independent and identically distributed (i.i.d.) initializations exhibit undesirable forward and backward propagation properties as the number of layers increases, e.g., vanishing dependency on the input, and perfectly correlated outputs for any two inputs. To overcome these drawbacks, Peluchetti and Favaro (2020) considered fully-connected residual networks (ResNets) with network's parameters initialized by means of distributions that shrink as the number of layers increases, thus establishing an interplay between infinitely deep ResNets and solutions to stochastic differential equations, i.e. diffusion processes, and showing that infinitely deep ResNets does not suffer from undesirable forward-propagation properties. In this paper, we review the results of Peluchetti and Favaro (2020), extending them to convolutional ResNets, and we establish analogous backward-propagation results, which directly relate to the problem of training fully-connected deep ResNets. Then, we investigate the more general setting of doubly infinite neural networks, where both network's width and network's depth grow unboundedly. We focus on doubly infinite fully-connected ResNets, for which we consider i.i.d. initializations. Under this setting, we show that the dynamics of quantities of interest converge, at initialization, to deterministic limits. This allow us to provide analytical expressions for inference, both in the case of weakly trained and fully trained ResNets. Our results highlight a limited expressive power of doubly infinite ResNets when the unscaled network's parameters are i.i.d. and the residual blocks are shallow.",Analytical; Gaussian Process; Inference; Literature; Neural Network; Training,
176,Locally Private k-Means Clustering,Uri Stemmer,"(176):1−30, 2021.",https://jmlr.org/papers/v22/20-721.html,https://jmlr.org/papers/volume22/20-721/20-721.pdf,https://jmlr.org/papers/v22/20-721.bib,,,,,"We design a new algorithm for the Euclidean $k$-means problem that operates in the local model of differential privacy. Unlike in the non-private literature, differentially private algorithms for the $k$-means objective incur both additive and multiplicative errors. Our algorithm significantly reduces the additive error while keeping the multiplicative error the same as in previous state-of-the-art results. Specifically, on a database of size $n$, our algorithm guarantees $O(1)$ multiplicative error and $\approx n^{1/2+a}$ additive error for an arbitrarily small constant $a>0$. All previous algorithms in the local model had additive error $\approx n^{2/3+a}$. Our techniques extend to $k$-median clustering. We show that the additive error we obtain is almost optimal in terms of its dependency on the database size $n$. Specifically, we give a simple lower bound showing that every locally-private algorithm for the $k$-means objective must have additive error at least $\approx\sqrt{n}$.",Algorithm; Database; Literature; Media; Objective-C; Privacy; Web Design; k-means Clustering,
177,"Prediction Under Latent Factor Regression: Adaptive PCR, Interpolating Predictors and Beyond","Xin Bing, Florentina Bunea, Seth Strimas-Mackey, Marten Wegkamp","(177):1−50, 2021.",https://jmlr.org/papers/v22/20-768.html,https://jmlr.org/papers/volume22/20-768/20-768.pdf,https://jmlr.org/papers/v22/20-768.bib,,,,,"This work is devoted to the finite sample prediction risk analysis of a class of linear predictors of a response $Y\in \mathbb{R}$ from a high-dimensional random vector $X\in \mathbb{R}^p$ when $(X,Y)$ follows a latent factor regression model generated by a unobservable latent vector $Z$ of dimension less than $p$. Our primary contribution is in establishing finite sample risk bounds for prediction with the ubiquitous Principal Component Regression (PCR) method, under the factor regression model, with the number of principal components adaptively selected from the data---a form of theoretical guarantee that is surprisingly lacking from the PCR literature. To accomplish this, we prove a master theorem that establishes a risk bound for a large class of predictors, including the PCR predictor as a special case. This approach has the benefit of providing a unified framework for the analysis of a wide range of linear prediction methods, under the factor regression setting. In particular, we use our main theorem to recover known risk bounds for the minimum-norm interpolating predictor, which has received renewed attention in the past two years, and a prediction method tailored to a subclass of factor regression models with identifiable parameters. This model-tailored method can be interpreted as prediction via clusters with latent centers. To address the problem of selecting among a set of candidate predictors, we analyze a simple model selection procedure based on data-splitting, providing an oracle inequality under the factor model to prove that the performance of the selected predictor is close to the optimal candidate. We conclude with a detailed simulation study to support and complement our theoretical results.",Interpreter; LeSS; Literature; Model Selection; Oracle; Polymerase chain reaction (PCR); Regression; Risk Analysis,Regressions
178,Conditional independences and causal relations implied by sets of equations,"Tineke Blom, Mirthe M. van Diepen, Joris M. Mooij","(178):1−62, 2021.",https://jmlr.org/papers/v22/20-863.html,https://jmlr.org/papers/volume22/20-863/20-863.pdf,https://jmlr.org/papers/v22/20-863.bib,,,,,"Real-world complex systems are often modelled by sets of equations with endogenous and exogenous variables. What can we say about the causal and probabilistic aspects of variables that appear in these equations without explicitly solving the equations? We make use of Simon's causal ordering algorithm (Simon, 1953) to construct a causal ordering graph and prove that it expresses the effects of soft and perfect interventions on the equations under certain unique solvability assumptions. We further construct a Markov ordering graph and prove that it encodes conditional independences in the distribution implied by the equations with independent random exogenous variables, under a similar unique solvability assumption. We discuss how this approach reveals and addresses some of the limitations of existing causal modelling frameworks, such as causal Bayesian networks and structural causal models.",Algorithm; Bayesian Networks; Graph; Modelling; Network; Variable,
179,A Sharp Blockwise Tensor Perturbation Bound for Orthogonal Iteration,"Yuetian Luo, Garvesh Raskutti, Ming Yuan, Anru R. Zhang","(179):1−48, 2021.",https://jmlr.org/papers/v22/20-919.html,https://jmlr.org/papers/volume22/20-919/20-919.pdf,https://jmlr.org/papers/v22/20-919.bib,,,,,"In this paper, we develop novel perturbation bounds for the higher-order orthogonal iteration (HOOI). Under mild regularity conditions, we establish blockwise tensor perturbation bounds for HOOI with guarantees for both tensor reconstruction in Hilbert-Schmidt norm $\|\widehat{\mathcal{T}} - \mathcal{T} \|_{\rm HS}$ and mode-$k$ singular subspace estimation in Schatten-$q$ norm $\| \sin \Theta (\widehat{U}_k, U_k) \|_q$ for any $q \geq 1$. We show the upper bounds of mode-$k$ singular subspace estimation are unilateral and converge linearly to a quantity characterized by blockwise errors of the perturbation and signal strength. For the tensor reconstruction error bound, we express the bound through a simple quantity $\xi$, which depends only on perturbation and the multilinear rank of the underlying signal. Rate matching deterministic lower bound for tensor reconstruction, which demonstrates the optimality of HOOI, is also provided. Furthermore, we prove that one-step HOOI (i.e., HOOI with only a single iteration) is also optimal in terms of tensor reconstruction and can be used to lower the computational cost. The perturbation results are also extended to the case that only partial modes of $\mathcal{T}$ have low-rank structure. We support our theoretical results by extensive numerical studies. Finally, we apply the novel perturbation bounds of HOOI on two applications, tensor denoising and tensor co-clustering, from machine learning and statistics, which demonstrates the superiority of the new perturbation results.",Clustering; Construction; Machine Learning; Statistics,Statistics
180,Improved Shrinkage Prediction under a Spiked Covariance Structure,"Trambak Banerjee, Gourab Mukherjee, Debashis Paul","(180):1−40, 2021.",https://jmlr.org/papers/v22/21-0006.html,https://jmlr.org/papers/volume22/21-0006/21-0006.pdf,https://jmlr.org/papers/v22/21-0006.bib,,,,,"We develop a novel shrinkage rule for prediction in a high-dimensional non-exchangeable hierarchical Gaussian model with an unknown spiked covariance structure. We propose a family of priors for the mean parameter, governed by a power hyper-parameter, which encompasses independent to highly dependent scenarios. Corresponding to popular loss functions such as quadratic, generalized absolute, and Linex losses, these prior models induce a wide class of shrinkage predictors that involve quadratic forms of smooth functions of the unknown covariance. By using uniformly consistent estimators of these quadratic forms, we propose an efficient procedure for evaluating these predictors which outperforms factor model based direct plug-in approaches. We further improve our predictors by considering possible reduction in their variability through a novel coordinate-wise shrinkage policy that only uses covariance level information and can be adaptively tuned using the sample eigen structure. Finally, we extend our disaggregate model based methodology to prediction in aggregate models. We propose an easy-to-implement functional substitution method for predicting linearly aggregated targets and establish asymptotic optimality of our proposed procedure. We present simulation experiments as well as real data examples illustrating the efficacy of the proposed method.",Covariance; Methodology,
181,Alibi Explain: Algorithms for Explaining Machine Learning Models,"Janis Klaise, Arnaud Van Looveren, Giovanni Vacanti, Alexandru Coca","(181):1−7, 2021.  (Machine Learning Open Source Software Paper)",https://jmlr.org/papers/v22/21-0017.html,https://jmlr.org/papers/volume22/21-0017/21-0017.pdf,https://jmlr.org/papers/v22/21-0017.bib,https://github.com/SeldonIO/alibi,,,,"We introduce Alibi Explain, an open-source Python library for explaining predictions of machine learning models (https://github.com/SeldonIO/alibi). The library features state-of-the-art explainability algorithms for classification and regression models. The algorithms cover both the model-agnostic (black-box) and model-specific (white-box) setting, cater for multiple data types (tabular, text, images) and explanation scope (local and global explanations). The library exposes a unified API enabling users to work with explanations in a consistent way. Alibi adheres to best development practices featuring extensive testing of code correctness and algorithm convergence in a continuous integration environment. The library comes with extensive documentation of both usage and theoretical background of methods, and a suite of worked end-to-end use cases. Alibi aims to be a production-ready toolkit with integrations into machine learning deployment platforms such as Seldon Core and KFServing, and distributed explanation capabilities using Ray.",Algorithm; Application Programming Interface (API); Box; Classification and Regression Tree; Continuous Integration (CI); Documentation; Github; Image; Machine Learning; Platform; Python; Regression; TestNG; Testing,Github; Python Programming; Regressions
182,A Probabilistic Interpretation of Self-Paced Learning with Applications to Reinforcement Learning,"Pascal Klink, Hany Abdulsamad, Boris Belousov, Carlo D'Eramo, Jan Peters, Joni Pajarinen","(182):1−52, 2021.  (Machine Learning Open Source Software Paper)",https://jmlr.org/papers/v22/21-0112.html,https://jmlr.org/papers/volume22/21-0112/21-0112.pdf,https://jmlr.org/papers/v22/21-0112.bib,https://github.com/psclklnk/pspl-code,,,,"Across machine learning, the use of curricula has shown strong empirical potential to improve learning from data by avoiding local optima of training objectives. For reinforcement learning (RL), curricula are especially interesting, as the underlying optimization has a strong tendency to get stuck in local optima due to the exploration-exploitation trade-off. Recently, a number of approaches for an automatic generation of curricula for RL have been shown to increase performance while requiring less expert knowledge compared to manually designed curricula. However, these approaches are seldomly investigated from a theoretical perspective, preventing a deeper understanding of their mechanics. In this paper, we present an approach for automated curriculum generation in RL with a clear theoretical underpinning. More precisely, we formalize the well-known self-paced learning paradigm as inducing a distribution over training tasks, which trades off between task complexity and the objective to match a desired task distribution. Experiments show that training on this induced distribution helps to avoid poor local optima across RL algorithms in different tasks with uninformative rewards and challenging exploration requirements.",Algorithm; Complexity; LeSS; Machine Learning; Mechanics; Objective-C; Reinforcement Learning; Trade; Training,Reinforcement
