name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
EVERLAND PUBLIC COMPANY,0.027 Billion USD,22559,0.027 Billion USD,22559,Thailand,,,Real Estate,,,,Thailand,,
CITY STEEL PUBLIC COMPANY,0.027 Billion USD,22565,0.027 Billion USD,22565,Thailand,,,Industries; Metal Fabrication Products,,,,Thailand,,
TREK 2000 INTERNATIONAL LTD,0.026 Billion USD,22576,0.026 Billion USD,22576,Singapore,,,Technology,,,,Frankfurt,,
GREEN RESOURCES PUBLIC COMPANY,0.026 Billion USD,22580,0.026 Billion USD,22580,Thailand,,,Real Estate,,,,Thailand,,
GRAND PRIX INTERNATIONAL PUBLIC COMPANY,0.026 Billion USD,22598,0.026 Billion USD,22598,Thailand,,,Communication Services; Advertising,,,,Thailand,,
PT JAYA AGRA WATTIE TBK,0.026 Billion USD,22603,0.026 Billion USD,22603,Indonesia,,,Consumer Defensive,,,,Jakarta,,
SAMMAKORN PUBLIC COMPANY,0.026 Billion USD,22620,0.026 Billion USD,22620,Thailand,,,Real Estate,,,,Thailand,,
PT GOLDEN EAGLE ENERGY TBK,0.026 Billion USD,22635,0.026 Billion USD,22635,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
IT CITY PUBLIC COMPANY,0.026 Billion USD,22646,0.026 Billion USD,22646,Thailand,,,Technology,,,,Thailand,,
TECHNO MEDICAL PUBLIC COMPANY,0.026 Billion USD,22650,0.026 Billion USD,22650,Thailand,,,Healthcare,,,,Thailand,,
LEASE IT PUBLIC COMPANY,0.026 Billion USD,22653,0.026 Billion USD,22653,Thailand,,,Financial Services,,,,Thailand,,
NEWS NETWORK CORPORATION PUBLIC COMPANY,0.025 Billion USD,22669,0.025 Billion USD,22669,Thailand,,,Technology; Software and IT,,,,Thailand,,
PT HK METALS UTAMA TBK,0.025 Billion USD,22673,0.025 Billion USD,22673,Indonesia,,,Basic Materials; Construction Materials,,,,Jakarta,,
PICO (THAILAND) PUBLIC COMPANY,0.025 Billion USD,22688,0.025 Billion USD,22688,Thailand,,,Communication Services; Advertising,,,,Thailand,,
PT TUNAS ALFIN TBK,0.025 Billion USD,22696,0.025 Billion USD,22696,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
THAI INDUSTRIAL FUND 1,0.025 Billion USD,22700,0.025 Billion USD,22700,Thailand,,,Financial Services; Asset Management,,,,Thailand,,
PT MITRA ENERGI PERSADA TBK,0.025 Billion USD,22711,0.025 Billion USD,22711,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT INDO ACIDATAMA TBK,0.025 Billion USD,22719,0.025 Billion USD,22719,Indonesia,,,Basic Materials,,,,Jakarta,,
PT TEMBAGA MULIA SEMANAN TBK,0.025 Billion USD,22757,0.025 Billion USD,22757,Indonesia,,,Industries; Metal Fabrication Products,,,,Jakarta,,
PT REPOWER ASIA INDONESIA TBK,0.024 Billion USD,22771,0.024 Billion USD,22771,Indonesia,,,Real Estate,,,,Jakarta,,
PT SRIWAHANA ADITYAKARTA TBK,0.024 Billion USD,22776,0.024 Billion USD,22776,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
MOONG PATTANA INTERNATIONAL PUBLIC COMPANY,0.024 Billion USD,22777,0.024 Billion USD,22777,Thailand,,,Consumer Defensive,,,,Thailand,,
GYP PROPERTIES,0.024 Billion USD,22784,0.024 Billion USD,22784,Singapore,,,Real Estate,,,,Singapore,,
PT KEDAWUNG SETIA INDUSTRIAL TBK,0.024 Billion USD,22794,0.024 Billion USD,22794,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
MITSIB LEASING PUBLIC COMPANY,0.024 Billion USD,22795,0.024 Billion USD,22795,Thailand,,,Consumer Cyclical,,,,Thailand,,
EKARAT ENGINEERING PUBLIC COMPANY,0.024 Billion USD,22807,0.024 Billion USD,22807,Thailand,,,Technology; Engineering Products; Engineering Services,,,,Thailand,,
PT ARGHA KARYA PRIMA INDUSTRY TBK,0.024 Billion USD,22811,0.024 Billion USD,22811,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT CHAMPION PACIFIC INDONESIA TBK,0.024 Billion USD,22820,0.024 Billion USD,22820,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
S. PACK & PRINT PUBLIC COMPANY,0.024 Billion USD,22830,0.024 Billion USD,22830,Thailand,,,Consumer Cyclical; Packaging,,,,Thailand,,
EUREKA DESIGN PUBLIC COMPANY,0.024 Billion USD,22840,0.024 Billion USD,22840,Thailand,,,Industries; Industry Machinery,,,,Thailand,,
PT MEGA PERINTIS TBK,0.024 Billion USD,22860,0.024 Billion USD,22860,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
MERCURIUS CAPITAL INVESTMENT,0.024 Billion USD,22865,0.024 Billion USD,22865,Singapore,,,Real Estate,,,,Singapore,,
ASN BROKER PUBLIC COMPANY,0.023 Billion USD,22895,0.023 Billion USD,22895,Thailand,,,Financial Services; Insurance,,,,Thailand,,
PT ANUGERAH KAGUM KARYA UTAMA TBK,0.023 Billion USD,22896,0.023 Billion USD,22896,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BIMA SAKTI PERTIWI TBK,0.023 Billion USD,22904,0.023 Billion USD,22904,Indonesia,,,Real Estate,,,,Jakarta,,
PT META EPSI,0.023 Billion USD,22908,0.023 Billion USD,22908,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT SANURHASTA MITRA TBK,0.023 Billion USD,22916,0.023 Billion USD,22916,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT PERDANA GAPURAPRIMA TBK,0.023 Billion USD,22917,0.023 Billion USD,22917,Indonesia,,,Real Estate,,,,Jakarta,,
ALLA PUBLIC COMPANY,0.023 Billion USD,22950,0.023 Billion USD,22950,Thailand,,,Industries,,,,Thailand,,
B-52 CAPITAL PUBLIC COMPANY,0.023 Billion USD,22955,0.023 Billion USD,22955,Thailand,,,Real Estate,,,,Thailand,,
PT PELAYARAN NELLY DWI PUTRI TBK,0.023 Billion USD,22966,0.023 Billion USD,22966,Indonesia,,,Industries; Shipping,,,,Jakarta,,
UNION TEXTILE INDUSTRIES PUBLIC COMPANY,0.023 Billion USD,22969,0.023 Billion USD,22969,Thailand,,,Consumer Cyclical,,,,Thailand,,
PRANDA JEWELRY PUBLIC COMPANY,0.022 Billion USD,23009,0.022 Billion USD,23009,Thailand,,,Consumer Cyclical,,,,Thailand,,
PT EXPRESS TRANSINDO UTAMA TBK,0.022 Billion USD,23010,0.022 Billion USD,23010,Indonesia,,,Industries; Railway,,,,Jakarta,,
AEC SECURITIES PUBLIC COMPANY,0.022 Billion USD,23013,0.022 Billion USD,23013,Thailand,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
PT MENTENG HERITAGE REALTY TBK,0.022 Billion USD,23017,0.022 Billion USD,23017,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
AUTOCORP HOLDING PUBLIC COMPANY,0.022 Billion USD,23030,0.022 Billion USD,23030,Thailand,,,Consumer Cyclical,,,,Thailand,,
PATKOL PUBLIC COMPANY,0.022 Billion USD,23032,0.022 Billion USD,23032,Thailand,,,Industries; Industry Machinery,,,,Thailand,,
PRACTICAL SOLUTION PUBLIC COMPANY,0.022 Billion USD,23043,0.022 Billion USD,23043,Thailand,,,Technology,,,,Thailand,,
TEAM PRECISION PUBLIC COMPANY,0.022 Billion USD,23044,0.022 Billion USD,23044,Thailand,,,Technology; Electronics; Capital Goods,,,,Thailand,,
PT TRINITAN METALS AND MINERALS TBK,0.022 Billion USD,23065,0.022 Billion USD,23065,Indonesia,,,Industries; Industry Machinery,,,,Jakarta,,
PT GOZCO PLANTATIONS TBK,0.021 Billion USD,23079,0.021 Billion USD,23079,Indonesia,,,Consumer Defensive,,,,Jakarta,,
INTERRA RESOURCES,0.021 Billion USD,23096,0.021 Billion USD,23096,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
APPLICAD PUBLIC COMPANY,0.021 Billion USD,23107,0.021 Billion USD,23107,Thailand,,,Technology; Software and IT,,,,Thailand,,
PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK,0.021 Billion USD,23108,0.021 Billion USD,23108,Indonesia,,,Communication Services,,,,Jakarta,,
PT BERKAH PRIMA PERKASA TBK,0.021 Billion USD,23124,0.021 Billion USD,23124,Indonesia,,,Technology,,,,Jakarta,,
BAN LEONG TECHNOLOGIES,0.021 Billion USD,23128,0.021 Billion USD,23128,Singapore,,,Technology,,,,Singapore,,
PT MAJAPAHIT INTI CORPORA TBK,0.021 Billion USD,23132,0.021 Billion USD,23132,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT INOCYCLE TECHNOLOGY GROUP TBK,0.021 Billion USD,23133,0.021 Billion USD,23133,Indonesia,,,Industries; Waste and Trash Management,,,,Jakarta,,
PT TELEFAST INDONESIA TBK,0.021 Billion USD,23141,0.021 Billion USD,23141,Indonesia,,,Industries; Outsourcing and Staffing,,,,Jakarta,,
PT ESTIKA TATA TIARA TBK,0.021 Billion USD,23157,0.021 Billion USD,23157,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
AMPLEFIELD,0.021 Billion USD,23175,0.021 Billion USD,23175,Singapore,,,Real Estate,,,,Singapore,,
THAI POLY ACRYLIC PUBLIC COMPANY,0.022 Billion USD,23195,0.022 Billion USD,23195,Thailand,,,Basic Materials; Chemicals,,,,Thailand,,
PREMIER PRODUCTS PUBLIC COMPANY,0.020 Billion USD,23199,0.020 Billion USD,23199,Thailand,,,Industries,,,,Thailand,,
PT NUSA KONSTRUKSI ENJINIRING TBK,0.020 Billion USD,23218,0.020 Billion USD,23218,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT ATELIERS MECANIQUES D'INDONESIE TBK,0.020 Billion USD,23225,0.020 Billion USD,23225,Indonesia,,,Industries; Industry Machinery,,,,Jakarta,,
PHOL DHANYA PUBLIC COMPANY,0.020 Billion USD,23228,0.020 Billion USD,23228,Thailand,,,Industries,,,,Thailand,,
PT DESTINASI TIRTA NUSANTARA TBK,0.022 Billion USD,23230,0.022 Billion USD,23230,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SUMI INDO KABEL TBK,0.020 Billion USD,23239,0.020 Billion USD,23239,Indonesia,,,Industries,,,,Jakarta,,
PT BAKRIE SUMATERA PLANTATIONS TBK,0.020 Billion USD,23264,0.020 Billion USD,23264,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT BHAKTI AGUNG PROPERTINDO TBK,0.020 Billion USD,23272,0.020 Billion USD,23272,Indonesia,,,Real Estate,,,,Jakarta,,
ATP 30 PUBLIC COMPANY,0.020 Billion USD,23296,0.020 Billion USD,23296,Thailand,,,Industries; Railway,,,,Thailand,,
SAKOL ENERGY PUBLIC COMPANY,0.020 Billion USD,23305,0.020 Billion USD,23305,Thailand,,,Energy; Oil and Gas,,,,Thailand,,
SE-EDUCATION PUBLIC COMPANY,0.020 Billion USD,23320,0.020 Billion USD,23320,Thailand,,,Consumer Cyclical; Retail,,,,Thailand,,
PROUD REAL ESTATE PUBLIC COMPANY,0.020 Billion USD,23321,0.020 Billion USD,23321,Thailand,,,Real Estate,,,,Thailand,,
GSS ENERGY,0.019 Billion USD,23342,0.019 Billion USD,23342,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
PT KOBEXINDO TRACTORS TBK,0.019 Billion USD,23366,0.019 Billion USD,23366,Indonesia,,,Industries; Heavy Machinery,,,,Jakarta,,
STAR UNIVERSAL NETWORK PUBLIC COMPANY,0.019 Billion USD,23394,0.019 Billion USD,23394,Thailand,,,Consumer Defensive; Advertising,,,,Thailand,,
AP OIL INTERNATIONAL,0.019 Billion USD,23406,0.019 Billion USD,23406,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
VILLA KUNALAI PUBLIC COMPANY,0.019 Billion USD,23426,0.019 Billion USD,23426,Thailand,,,Real Estate,,,,Thailand,,
CPL GROUP PUBLIC COMPANY,0.018 Billion USD,23434,0.018 Billion USD,23434,Thailand,,,Consumer Cyclical; Footwear,,,,Thailand,,
CPR GOMU INDUSTRIAL PUBLIC COMPANY,0.018 Billion USD,23437,0.018 Billion USD,23437,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
PT BHUWANATALA INDAH PERMAI TBK,0.018 Billion USD,23446,0.018 Billion USD,23446,Indonesia,,,Real Estate,,,,Jakarta,,
ANACLE SYSTEMS,0.018 Billion USD,23459,0.018 Billion USD,23459,Singapore,,,Technology,,,,HKeX,,
TIRATHAI PUBLIC COMPANY,0.018 Billion USD,23469,0.018 Billion USD,23469,Thailand,,,Industries,,,,Thailand,,
PRAKIT HOLDINGS PUBLIC COMPANY,0.018 Billion USD,23493,0.018 Billion USD,23493,Thailand,,,Communication Services; Advertising,,,,Thailand,,
GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY,0.018 Billion USD,23494,0.018 Billion USD,23494,Thailand,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
THAI SETAKIJ INSURANCE PUBLIC COMPANY,0.018 Billion USD,23499,0.018 Billion USD,23499,Thailand,,,Financial Services; Insurance,,,,Thailand,,
PT SHIELD ON SERVICE TBK,0.018 Billion USD,23505,0.018 Billion USD,23505,Indonesia,,,Industries; Outsourcing and Staffing,,,,Jakarta,,
PT MITRA KOMUNIKASI NUSANTARA TBK,0.018 Billion USD,23529,0.018 Billion USD,23529,Indonesia,,,Technology; Communications Equipment,,,,Jakarta,,
GLOBAL INVACOM GROUP,0.017 Billion USD,23538,0.017 Billion USD,23538,Singapore,,,Technology,,,,Singapore,,
AJ ADVANCE TECHNOLOGY PUBLIC COMPANY,0.017 Billion USD,23540,0.017 Billion USD,23540,Thailand,,,Technology; Electronics,,,,Thailand,,
BOUTIQUE CORPORATION PUBLIC COMPANY,0.017 Billion USD,23544,0.017 Billion USD,23544,Thailand,,,Real Estate,,,,Thailand,,
PEOPLE'S GARMENT PUBLIC COMPANY,0.017 Billion USD,23558,0.017 Billion USD,23558,Thailand,,,Consumer Cyclical; Apparels and Accessories,,,,Thailand,,
G CAPITAL PUBLIC COMPANY,0.017 Billion USD,23562,0.017 Billion USD,23562,Thailand,,,Financial Services,,,,Thailand,,
KIM HENG OFFSHORE & MARINE HOLDINGS,0.017 Billion USD,23566,0.017 Billion USD,23566,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK,0.017 Billion USD,23574,0.017 Billion USD,23574,Indonesia,,,Technology; Communications Equipment,,,,Jakarta,,
PT KABELINDO MURNI TBK,0.017 Billion USD,23581,0.017 Billion USD,23581,Indonesia,,,Technology; Communications Equipment,,,,Jakarta,,
PT. TRUST FINANCE INDONESIA TBK,0.017 Billion USD,23614,0.017 Billion USD,23614,Indonesia,,,Financial Services,,,,Jakarta,,
PT EASTPARC HOTEL TBK,0.017 Billion USD,23634,0.017 Billion USD,23634,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT CHITOSE INTERNASIONAL TBK,0.017 Billion USD,23635,0.017 Billion USD,23635,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
KIANG HUAT SEA GULL TRADING FROZEN FOOD PUBLIC COMPANY,0.017 Billion USD,23636,0.017 Billion USD,23636,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
OCEAN GLASS PUBLIC COMPANY,0.017 Billion USD,23641,0.017 Billion USD,23641,Thailand,,,Consumer Cyclical,,,,Thailand,,
INTER MEDICAL CARE AND LAB HOSPITAL PUBLIC COMPANY,0.016 Billion USD,23653,0.016 Billion USD,23653,Thailand,,,Healthcare,,,,Thailand,,
N.D. RUBBER PUBLIC COMPANY,0.016 Billion USD,23662,0.016 Billion USD,23662,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
PT MAHAKA MEDIA TBK,0.016 Billion USD,23665,0.016 Billion USD,23665,Indonesia,,,Communication Services; Publishing,,,,Jakarta,,
META CORPORATION PUBLIC COMPANY,0.016 Billion USD,23692,0.016 Billion USD,23692,Thailand,,,Utilities; Electric Utilities,,,,Thailand,,
SIAMRAJ PUBLIC COMPANY,0.016 Billion USD,23694,0.016 Billion USD,23694,Thailand,,,Energy; Oil and Gas,,,,Thailand,,
WAVE ENTERTAINMENT PUBLIC COMPANY,0.016 Billion USD,23705,0.016 Billion USD,23705,Thailand,,,Communication Services; Broadcasting,,,,Thailand,,
QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,0.016 Billion USD,23713,0.016 Billion USD,23713,Thailand,,,Financial Services; Asset Management,,,,Thailand,,
PT COLORPAK INDONESIA TBK,0.016 Billion USD,23726,0.016 Billion USD,23726,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
PT DYANDRA MEDIA INTERNATIONAL TBK,0.016 Billion USD,23741,0.016 Billion USD,23741,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
CAZ (THAILAND) PUBLIC COMPANY,0.016 Billion USD,23744,0.016 Billion USD,23744,Thailand,,,Industries; Construction,,,,Thailand,,
PT LIPPO SECURITIES TBK,0.016 Billion USD,23749,0.016 Billion USD,23749,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT DUA PUTRA UTAMA MAKMUR TBK,0.015 Billion USD,23786,0.015 Billion USD,23786,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
THAI PACKAGING & PRINTING PUBLIC COMPANY,0.015 Billion USD,23795,0.015 Billion USD,23795,Thailand,,,Consumer Cyclical; Packaging,,,,Thailand,,
PT. BORNEO OLAH SARANA SUKSES TBK,0.015 Billion USD,23797,0.015 Billion USD,23797,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT SARANACENTRAL BAJATAMA TBK,0.015 Billion USD,23799,0.015 Billion USD,23799,Indonesia,,,Basic Materials,,,,Jakarta,,
PT BETONJAYA MANUNGGAL TBK,0.015 Billion USD,23807,0.015 Billion USD,23807,Indonesia,,,Basic Materials,,,,Jakarta,,
PT RADIANT UTAMA INTERINSCO TBK,0.015 Billion USD,23813,0.015 Billion USD,23813,Indonesia,,,Energy; Oil and Gas; Oil and Gas,,,,Jakarta,,
PT INDAL ALUMINIUM INDUSTRY TBK,0.015 Billion USD,23838,0.015 Billion USD,23838,Indonesia,,,Basic Materials; Aluminum,,,,Jakarta,,
ARINSIRI LAND PUBLIC COMPANY,0.015 Billion USD,23840,0.015 Billion USD,23840,Thailand,,,Real Estate,,,,Thailand,,
PT. JASNITA TELEKOMINDO TBK,0.015 Billion USD,23846,0.015 Billion USD,23846,Indonesia,,,Communication Services,,,,Jakarta,,
PT ASURANSI HARTA AMAN PRATAMA TBK,0.015 Billion USD,23859,0.015 Billion USD,23859,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
BANGKOK POST PUBLIC COMPANY,0.015 Billion USD,23867,0.015 Billion USD,23867,Thailand,,,Communication Services; Publishing,,,,Thailand,,
PT ASURANSI JIWA SYARIAH JASA MITRA ABADI TBK,0.014 Billion USD,23891,0.014 Billion USD,23891,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
IEV HOLDINGS,0.014 Billion USD,23901,0.014 Billion USD,23901,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
RH PETROGAS,0.014 Billion USD,23920,0.014 Billion USD,23920,Singapore,,,Energy; Oil and Gas; Oil and Gas,,,,Singapore,,
PT MITRA INTERNATIONAL RESOURCES TBK,0.014 Billion USD,23923,0.014 Billion USD,23923,Indonesia,,,Energy; Oil and Gas; Oil and Gas,,,,Jakarta,,
PT SLJ GLOBAL TBK,0.014 Billion USD,23941,0.014 Billion USD,23941,Indonesia,,,Basic Materials,,,,Jakarta,,
THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY,0.014 Billion USD,23968,0.014 Billion USD,23968,Thailand,,,Consumer Cyclical; Packaging,,,,Thailand,,
ASTI HOLDINGS,0.014 Billion USD,23983,0.014 Billion USD,23983,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
FEDERAL INTERNATIONAL (2000) LTD,0.014 Billion USD,23984,0.014 Billion USD,23984,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
QUALITECH PUBLIC COMPANY,0.014 Billion USD,23986,0.014 Billion USD,23986,Thailand,,,Industries,,,,Thailand,,
JADASON ENTERPRISES LTD,0.014 Billion USD,23991,0.014 Billion USD,23991,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
MANUFACTURING INTEGRATION TECHNOLOGY LTD,0.014 Billion USD,23999,0.014 Billion USD,23999,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
PT INTANWIJAYA INTERNASIONAL TBK,0.013 Billion USD,24015,0.013 Billion USD,24015,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
PT TRIMUDA NUANSA CITRA TBK,0.013 Billion USD,24030,0.013 Billion USD,24030,Indonesia,,,Industries; Logistics,,,,Jakarta,,
PT PANORAMA SENTRAWISATA TBK,0.013 Billion USD,24043,0.013 Billion USD,24043,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT JAYA TRISHINDO TBK,0.013 Billion USD,24047,0.013 Billion USD,24047,Indonesia,,,Industries,,,,Jakarta,,
PT PRASIDHA ANEKA NIAGA TBK,0.013 Billion USD,24050,0.013 Billion USD,24050,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT ANCORA INDONESIA RESOURCES TBK,0.013 Billion USD,24054,0.013 Billion USD,24054,Indonesia,,,Basic Materials; Chemicals,,,,Jakarta,,
PT MULTI INDOCITRA TBK,0.013 Billion USD,24063,0.013 Billion USD,24063,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT LION METAL WORKS TBK,0.013 Billion USD,24069,0.013 Billion USD,24069,Indonesia,,,Industries,,,,Jakarta,,
REGAL INTERNATIONAL GROUP,0.013 Billion USD,24072,0.013 Billion USD,24072,Singapore,,,Real Estate,,,,Singapore,,
UNION PLASTIC PUBLIC COMPANY,0.014 Billion USD,24100,0.014 Billion USD,24100,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
ASIAN MARINE SERVICES PUBLIC COMPANY,0.013 Billion USD,24102,0.013 Billion USD,24102,Thailand,,,Industries; Aerospace and Defense,,,,Thailand,,
PT. SARASWATI GRIYA LESTARI TBK,0.013 Billion USD,24105,0.013 Billion USD,24105,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
OKH GLOBAL,0.013 Billion USD,24118,0.013 Billion USD,24118,Singapore,,,Real Estate,,,,Singapore,,
AKKHIE PRAKARN PUBLIC COMPANY,0.013 Billion USD,24119,0.013 Billion USD,24119,Thailand,,,Industries; Waste and Trash Management,,,,Thailand,,
T.C.J. ASIA PUBLIC COMPANY,0.012 Billion USD,24130,0.012 Billion USD,24130,Thailand,,,Industries; Heavy Machinery,,,,Thailand,,
PT CHARNIC CAPITAL TBK,0.012 Billion USD,24138,0.012 Billion USD,24138,Indonesia,,,Real Estate,,,,Jakarta,,
VAROPAKORN PUBLIC COMPANY,0.012 Billion USD,24152,0.012 Billion USD,24152,Thailand,,,Basic Materials,,,,Thailand,,
FLOYD PUBLIC COMPANY,0.012 Billion USD,24162,0.012 Billion USD,24162,Thailand,,,Industries; Construction,,,,Thailand,,
BLACKGOLD NATURAL RESOURCES,0.012 Billion USD,24203,0.012 Billion USD,24203,Singapore,,,Energy; Coal Mining,,,,Singapore,,
PT ASURANSI DAYIN MITRA TBK,0.012 Billion USD,24214,0.012 Billion USD,24214,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT ARITA PRIMA INDONESIA TBK,0.012 Billion USD,24217,0.012 Billion USD,24217,Indonesia,,,Industries,,,,Jakarta,,
THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY,0.012 Billion USD,24218,0.012 Billion USD,24218,Thailand,,,Industries; Construction,,,,Thailand,,
BGT CORPORATION PUBLIC COMPANY,0.012 Billion USD,24232,0.012 Billion USD,24232,Thailand,,,Consumer Cyclical,,,,Thailand,,
PT RIG TENDERS INDONESIA TBK,0.012 Billion USD,24233,0.012 Billion USD,24233,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT GINTING JAYA ENERGI TBK,0.012 Billion USD,24253,0.012 Billion USD,24253,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT OPTIMA PRIMA METAL SINERGI TBK,0.012 Billion USD,24258,0.012 Billion USD,24258,Indonesia,,,Industries; Waste and Trash Management,,,,Jakarta,,
NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY,0.011 Billion USD,24281,0.011 Billion USD,24281,Thailand,,,Industries; Logistics,,,,Thailand,,
PT TEMPO INTI MEDIA TBK,0.011 Billion USD,24291,0.011 Billion USD,24291,Indonesia,,,Communication Services; Publishing,,,,Jakarta,,
PT FUJI FINANCE INDONESIA TBK,0.011 Billion USD,24304,0.011 Billion USD,24304,Indonesia,,,Financial Services,,,,Jakarta,,
MFC INDUSTRIAL REAL ESTATE INVESTMENT TRUST,0.011 Billion USD,24305,0.011 Billion USD,24305,Thailand,,,Real Estate,,,,Thailand,,
ASIAN MICRO HOLDINGS,0.011 Billion USD,24319,0.011 Billion USD,24319,Singapore,,,Energy; Oil and Gas; Oil and Gas,,,,Singapore,,
COMANCHE INTERNATIONAL PUBLIC COMPANY,0.011 Billion USD,24333,0.011 Billion USD,24333,Thailand,,,Technology,,,,Thailand,,
PT ASIA PACIFIC FIBERS TBK,0.011 Billion USD,24336,0.011 Billion USD,24336,Indonesia,,,Basic Materials,,,,Jakarta,,
SAAM ENERGY DEVELOPMENT PUBLIC COMPANY,0.011 Billion USD,24338,0.011 Billion USD,24338,Thailand,,,Utilities; Electric Utilities,,,,Thailand,,
PT ALUMINDO LIGHT METAL INDUSTRY TBK,0.011 Billion USD,24343,0.011 Billion USD,24343,Indonesia,,,Basic Materials; Aluminum,,,,Jakarta,,
PT DEWATA FREIGHTINTERNATIONAL TBK,0.011 Billion USD,24344,0.011 Billion USD,24344,Indonesia,,,Industries; Logistics,,,,Jakarta,,
D.T.C. INDUSTRIES PUBLIC COMPANY,0.011 Billion USD,24345,0.011 Billion USD,24345,Thailand,,,Industries,,,,Thailand,,
THAI CAPITAL CORPORATION PUBLIC COMPANY,0.011 Billion USD,24346,0.011 Billion USD,24346,Thailand,,,Energy; Coal Mining,,,,Thailand,,
PT DHARMA SAMUDERA FISHING INDUSTRIES TBK,0.011 Billion USD,24365,0.011 Billion USD,24365,Indonesia,,,Consumer Defensive,,,,Jakarta,,
OEL (HOLDINGS),0.011 Billion USD,24367,0.011 Billion USD,24367,Singapore,,,Real Estate,,,,Singapore,,
PT ERATEX DJAJA TBK,0.011 Billion USD,24371,0.011 Billion USD,24371,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT TIRA AUSTENITE TBK,0.011 Billion USD,24385,0.011 Billion USD,24385,Indonesia,,,Industries,,,,Jakarta,,
SIAMEAST SOLUTIONS PUBLIC COMPANY,0.011 Billion USD,24392,0.011 Billion USD,24392,Thailand,,,Industries,,,,Thailand,,
ACCRELIST,0.010 Billion USD,24423,0.010 Billion USD,24423,Singapore,,,Technology,,,,Singapore,,
CHARAN INSURANCE PUBLIC COMPANY,0.010 Billion USD,24494,0.010 Billion USD,24494,Thailand,,,Financial Services; Insurance,,,,Thailand,,
THAI HA PUBLIC COMPANY,0.010 Billion USD,24511,0.010 Billion USD,24511,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
