id,title,channel,url,published_date,description,relevance,data_skills,skills
j-3vuBynnOE,"Loading in your own data - Deep Learning basics with Python, TensorFlow and Keras p.2",sentdex,https://youtube.com/watch?v=j-3vuBynnOE,2018-08-18T13:50:58Z,"Welcome to a tutorial where we'll be discussing how to load in our own outside datasets, which comes with all sorts of challenges! First, we need a dataset.",45.0,Data Preparation,Dataset; Deep Learning; Keras; Python; Sports; TensorFlow
j00I-v5z56E,Big Data Tutorial | Big Data Analytics | Big Data Hadoop Tutorial for Beginners | Great Learning,Great Learning,https://youtube.com/watch?v=j00I-v5z56E,2020-04-21T12:00:19Z,"Get the Free certificate of completion for the Big Data Course, Register Now: https://glacad.me/GLA_bigdata This session on 'Big Data Tutorial' will help you to ...",40.0,Hadoop,Amazon EMR; Apache Hadoop; Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Blogging; Business Intelligence (BI); Cybersecurity; Data Science; Database; Dataset; Decision Making; Engineering; Facebook; Forth; Information Technology (IT); LinkedIn; Machine Learning; Management; Microsoft Access; NoSQL; Storage System; Video; Youtube
j09EQ-xlh88,Learn What is Database | Types of Database | DBMS,techTFQ,https://youtube.com/watch?v=j09EQ-xlh88,2020-08-30T00:38:24Z,The aim of this video is to help everyone to learn what is database and the different types of database available today. This video also answers if DBMS is same ...,12.0,Database Management System (DBMS),Database Management System; Graph Database; Relational Database; Video
j5RAHGfKaBc,Power BI Full Course | Learn Power BI In 6 Hours | Power BI Tutorial For Beginners | Simplilearn,Simplilearn,https://youtube.com/watch?v=j5RAHGfKaBc,2020-10-11T15:30:01Z,Enrol for FREE PowerBI Course & Get your Completion Certificate: ...,5.0,Power BI,Agile Business Analytics; Android; Business Analysis; Business Intelligence (BI); Business Intelligence Tool; Chart; Cloud Service; Dashboard; Data Modelling; Data Visualization; Dataset; E Charts; Facebook; Graph; Instagram; LinkedIn; Microsoft Access; Microsoft Azure; Microsoft Power BI; Platform; Reporting; Telegram; Training; Twitter; Video; Visualization; Web Architecture; Windows; iOS
jAA2g9ItoAc,Lecture 1.3 — Unsupervised Learning — [ Machine Learning | Andrew Ng],Artificial Intelligence - All in One,https://youtube.com/watch?v=jAA2g9ItoAc,2016-12-06T08:24:59Z,"Hey guys! In this channel, you will find contents of all areas related to Artificial Intelligence (AI). Please make sure to smash the LIKE button and SUBSCRIBE to ...",11.0,Unsupervised Machine Learning,Artificial Intelligence (AI); Machine Learning; Supervised Learning; Unsupervised Learning; Youtube
jEgVto5QME8,Tableau in Two Minutes - Tableau Basics for Beginners,Penguin Analytics,https://youtube.com/watch?v=jEgVto5QME8,2018-09-17T12:30:45Z,"In this longer-format training video, we walk through everything you need to build your first dashboard, from connecting to data, building a viz, adding it to a ...",4.0,Tableau,Dashboard; Tableau; Training; Video
jFOwADAEebA,Why Engineers Must Learn MATLAB &amp; Simulink With Article,CS Electrical And Electronics,https://youtube.com/watch?v=jFOwADAEebA,2020-11-08T13:02:09Z,"Article on MATLAB - https://www.cselectricalandelectronics.com/what-is-a-matlab-applications-alternatives-advantages-disadvantages/ Hello Guys, welcome ...",19.0,Matlab,Electronics; Facebook; Instagram; LinkedIn; MATLAB; Programming; Simulink; Telegram; Twitter; Video; Youtube
jGd2cj4K4Ww,Multiple Regression Explained with Excel,Learn Something,https://youtube.com/watch?v=jGd2cj4K4Ww,2015-05-08T10:58:51Z,This tutorial covers the basic concepts of Multiple Regression. Before watching this tutorial please make sure you are familiar with the basic concepts of simple ...,44.0,Regressions,Analysis of Variance (ANOVA); Golang; Microsoft Excel; Nonlinear Regression; R; Rally; Regression; Regression Analysis; Simple Linear Regression; Statistics; Table; Variable; Video; Youtube
jKtbNvCT8Dc,Machine Learning C++ Tutorial: ETL + Linear Regression (Part I),AI Coding,https://youtube.com/watch?v=jKtbNvCT8Dc,2020-09-27T16:23:42Z,"Machine Learning with C++ using Eigen Tutorial: Extract, Transform and Load + Linear Regression. Background Music by LiQWYD Free download: ...",38.0,C++,Artificial Intelligence (AI); C++; Coding; Dataset; Documentation; Extract Transform Load (ETL); Github; Instagram; Linear Regression; Machine Learning; Music; Nonlinear Regression; Regression; Transformer; Twitter
jN87y6TbWXI,Data preparation tricks you should know for Power BI solutions | Community Webinars,Microsoft Power BI,https://youtube.com/watch?v=jN87y6TbWXI,2020-05-19T01:18:45Z,"Data preparation is one of the most important steps in building a Power BI solution. In this session, learn some of the most common tips and tricks of ...",25.0,Data Preparation,Business Intelligence (BI); Data Preparation; Microsoft Power BI; jQuery
jS4aFq5-91M,JavaScript Programming - Full Course,freeCodeCamp.org,https://youtube.com/watch?v=jS4aFq5-91M,2021-06-21T16:42:15Z,Learn JavaScript from scratch by solving over a hundred different coding challenges. Go here for the interactive browser version: ...,3.0,JavaScript,Application Programming Interface (API); Array; Coding; Debugging; Event Listener; Factoring; Github; Golang; JavaScript; LeSS; Rendering; Sorting; Template; Twitter; Variable
jVFRNAgS5aw,SQL Training - Structured Query Language Tutorial - Using SQL in Access 2013 Lesson,TeachUComp,https://youtube.com/watch?v=jVFRNAgS5aw,2014-05-22T18:03:32Z,FREE Course! Click: https://www.teachucomp.com/free Learn about Using SQL in Access in SQL - Structured Query Language at www.teachUcomp.com.,26.0,Structured Query Language (SQL),Microsoft Access; Structured Query Language (SQL); Training; jQuery
jW0Y5SimnwM,What are Cloud Technologies?,CBT Nuggets,https://youtube.com/watch?v=jW0Y5SimnwM,2019-03-25T11:30:09Z,See this entire course on the Intro to Cloud Technologies playlist. https://cbt.gg/2FiuRm8 Ready for the Cloud Technologies quiz? Take it here.,24.0,Cloud Technologies,Cloud Technology
jbbnZIpCu-U,End-to-End Deep Learning with Horovod on Apache Spark,Databricks,https://youtube.com/watch?v=jbbnZIpCu-U,2020-07-06T15:26:39Z,"Data processing and deep learning are often split into two pipelines, one for ETL processing, the second for model training. Enabling deep learning frameworks ...",28.0,SPARK,Apache Spark; Application Programming Interface (API); Brand Management; Data Analytics; Data Science; Databricks; Dataframe; Deep Learning; Extract Transform Load (ETL); Facebook; Feature Engineering; Innovation; Instagram; Jupyter Notebook; LinkedIn; Platform; Processing; Production Set; PyTorch; Scheduling; TensorFlow; Training; Twitter
jh14LlMHyds,SQL vs NoSQL | Difference Between SQL And NoSQL | SQL And NoSQL Tutorial | SQL Training |Simplilearn,Simplilearn,https://youtube.com/watch?v=jh14LlMHyds,2021-03-22T15:30:03Z,"In this video, you will learn the major differences between SQL vs NoSQL. You will understand the basics of SQL and NoSQL, the popular SQL and No SQL ...",31.0,NOSQL,.NET Framework; Android; Array; Database Design; Database Management System; Facebook; Graph; LinkedIn; Market; Marketing; Microsoft Access; NoSQL; Programming Language Theory; Relational Database; Structured Query Language (SQL); Table; Testing; Training; Twitter; Video; Youtube; iOS; jQuery
jj6-0cvcNEA,Tableau Training for Beginners Part 1 | Learn Tableau | Tableau Tutorial for Beginners - 1 | Edureka,edureka!,https://youtube.com/watch?v=jj6-0cvcNEA,2016-12-07T14:01:11Z,Flat 20% Off (Use Code: YOUTUBE20) Tableau Training: https://www.edureka.co/tableau-certification-training ** This Edureka Tableau Training for beginners ...,21.0,Tableau,Analytical; Blogging; Business Analysis; Business Intelligence (BI); Chart; Dashboard; Data Visualization; Electronics; Facebook; Formatting; Golang; Instagram; Investigational New Drug (IND); LinkedIn; Media; R; Scripting; Tableau; Technical Support; Telegram; Training; Twitter; Video; Visualization
jjydMpW47wk,Learning JavaScript in 3 Days ?? | Code With Me,Bukola,https://youtube.com/watch?v=jjydMpW47wk,2021-05-30T16:59:48Z,"In this video, I attempt to learn JavaScript in 3 Days! GitHub Link: https://github.com/TheComeUpCode/hide-ex LET'S BE FRIENDS (IG) ...",12.0,JavaScript,Github; Instagram; JavaScript; Music; Programming; Video
jm66TSlVtcc,Model Relational Data in Firestore NoSQL,Fireship,https://youtube.com/watch?v=jm66TSlVtcc,2018-02-09T15:06:38Z,Learn how to model and structure data relationships with the Firestore NoSQL Database. We build simple one-to-many and many-to-many relationships by ...,21.0,NOSQL,Data Modelling; Data Structure; Document-oriented Database; NoSQL; Relational Data Mining; Twitter
jmLid2x9eKg,Supervised Machine Learning: Crash Course Statistics #36,CrashCourse,https://youtube.com/watch?v=jmLid2x9eKg,2018-10-31T21:24:30Z,"We've talked a lot about modeling data and making inferences about it, but today we're going to look towards the future at how machine learning is being used ...",32.0,Statistics; Supervised Machine Learning,Computer Science; Facebook; Inference; Internet; Latent Dirichlet Allocation (LDA); Linear Discriminant Analysis (LDA); Logistic Regression; Logistics; Modelling; Regression; Semi-supervised Machine Learning; Statistics; Supervised Machine Learning; Twitter; Unsupervised Machine Learning; Youtube
jovKWaUxdmU,How to analyze an income statement - Walmart example (case study),The Finance Storyteller,https://youtube.com/watch?v=jovKWaUxdmU,2017-05-14T19:21:56Z,What is an income statement? How to analyze an income statement? This income statement tutorial shows you how to get started with reviewing the income ...,35.0,Financial Statements,.NET Framework; Analysis; Annual Report; Finance; Income Statement; Investment; Leadership; Retail; Stock Market; Training; Video; Youtube
k-dtPCQmSak,Should You Learn Python in 2021?,Productive Wallace,https://youtube.com/watch?v=k-dtPCQmSak,2020-12-11T15:00:14Z,Golang is the language of the future! Get your FREE Golang Cheat Sheet - https://golangdojo.com/cheatsheet -- Sunset Eyes by INOSSI ...,38.0,Python,Golang; Python
k1VUZEVuDJ8,Microsoft Excel Tutorial -  Beginners Level 1,Teacher's Tech,https://youtube.com/watch?v=k1VUZEVuDJ8,2018-03-19T11:59:47Z,Want more Excel videos? Here's my Excel playlist: https://www.youtube.com/playlist?list=PLmkaw6oRnRv8lAKbKbflJRqS-9wuYNWUw This video tutorial will ...,2.0,Excel,Chart; Currency; Formatting; Graph; Links; Microsoft Excel; Microsoft Office; Pivot Table; Template; Video; Youtube
k4QBFHGW0kU,Deep Learning with Apache Spark by Favio Vázquez at #ODSC_India,ConfEngine,https://youtube.com/watch?v=k4QBFHGW0kU,2018-09-29T12:09:58Z,Apache Spark is an amazing framework for distributing computations in a cluster in an easy and declarative way. Is becoming a standard across industries so it ...,39.5,APACHE; SPARK,Apache Spark; Application Programming Interface (API); Databricks; Deep Learning; Python
k5WZ9MJTA_Y,sql introduction tutorial,Education 4u,https://youtube.com/watch?v=k5WZ9MJTA_Y,2018-02-19T16:58:39Z,sql introduction in database systems.,18.0,Structured Query Language (SQL),Database System; Structured Query Language (SQL)
k6J2IwgMCyo,Natural Language Processing (NLP) - Computational Linguist,Megaputer Intelligence Inc.,https://youtube.com/watch?v=k6J2IwgMCyo,2018-07-20T19:37:11Z,"Rebecca Hale, a Computational Linguist at Megaputer Intelligence, talks about Natural Language Processing (NLP) from a computational viewpoint. She opens ...",36.0,Natural Language Processing (NLP),Computational Linguistics; Machine Learning; Natural Language Processing (NLP); Text Analysis
k9sHmLHJHLc,Identify and Handle Outliers - Data Cleansing - Business Intelligence with Data Mining,Chitu Okoli,https://youtube.com/watch?v=k9sHmLHJHLc,2021-03-02T19:47:04Z,"What outliers are, how to identify them, and how to handle (fix) them. This video approaches outliers from the perspective of error detection for data cleansing.",36.0,Data Cleansing,Business Intelligence (BI); Data Cleansing; Data Mining; Outliers; Video
kE5QZ8G_78c,Supervised and Unsupervised Learning In Machine Learning | Machine Learning Tutorial | Simplilearn,Simplilearn,https://youtube.com/watch?v=kE5QZ8G_78c,2018-09-11T16:00:52Z,Enroll for FREE Machine Learning Course & Get your Completion Certificate: ...,8.0,Unsupervised Machine Learning; Supervised Machine Learning,Analytical; Android; Artificial Intelligence (AI); Big Data; Data Science; Decision Tree; Deep Learning; Facebook; Facial Recognition; Golang; Linear Regression; LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Market; Modelling; Naïve Bayes; Nonlinear Regression; Principal Component Analysis (PCA); Random Forest; Recommendation Engine; Recommendation System; Regression; Reinforcement Learning; Semi-supervised Machine Learning; Soft Computing; Supervised Learning; Supervised Machine Learning; Support Vector Machine (SVM); Training; Twitter; Unsupervised Learning; Unsupervised Machine Learning; Video; Youtube; iOS; k-means Clustering
kHKFItvqU34,Advanced Spark Tutorial - Part 1 | Advanced Spark for Developers,KnowledgeHut,https://youtube.com/watch?v=kHKFItvqU34,2020-09-12T20:05:56Z,"In this era of Artificial intelligence, machine learning, and data science, algorithms that run on Distributed Iterative computation make the task of distributing and ...",25.0,SPARK,Algorithm; Apache Spark; Artificial Intelligence (AI); Big Data; Computing; Data Science; Facebook; Instagram; Java Virtual Machine (JVM); LinkedIn; Machine Learning; Processing; Scala; Training; Twitter; Youtube
kU3SdT8couk,How to create a dynamic KPI Dashboard in Excel - FREE Masterclass,Chandoo,https://youtube.com/watch?v=kU3SdT8couk,2021-09-24T18:55:43Z,"This September, learn how to create dynamic & interactive KPI (Key Performance Indicator) Dashboard using Excel. You will learn: 1) What is a KPI Dashboard ...",27.0,Dashboard,Dashboard; Data Analysis; Dataset; Design; Microsoft Excel; Publishing; Video
kWpRRSePAto,Time Series Analysis (Part II),GH Sunshine,https://youtube.com/watch?v=kWpRRSePAto,2020-06-04T00:45:18Z,"Learn how to find the trend values using moving average method for even and odd cases, to estimate seasonal variation, to calculate seasonal index/ seasonal ...",39.0,Time Series Analysis,Interpreter; Moving Average; Time Series Analysis
kWyvxXBI9xA,Prognoz Platform - ETL (Extract Transform Load),"АО ""ПРОГНОЗ""",https://youtube.com/watch?v=kWyvxXBI9xA,2013-08-26T06:35:12Z,"This video tutorial highlights the Prognoz Platform ETL module (Extract Transform Load). The ETL task is implemented as a separate workspace, designed for ...",26.0,Extract Transform Load (ETL),Extract Transform Load (ETL); Platform; Transformer; Video
kYA6GLAzz9A,How To: Quick Tutorial for New Google Slides Presentation,DavidLeeEdTech,https://youtube.com/watch?v=kYA6GLAzz9A,2017-07-16T19:31:14Z,This video will show you how to use Google Slides like a Google App expert! Google Slides tutorial - https://www.youtube.com/watch?v=kYA6GLAzz9A Google ...,34.0,Presentation,Blogging; Google Drive; Google Slides; Instagram; Music; Sales Presentation; Twitter; Video; WordPress; Youtube
k_A4IB6IMFQ,Top 10 NoSQL Databases,Enterprise Management 360,https://youtube.com/watch?v=k_A4IB6IMFQ,2020-07-15T10:17:16Z,"As the demand for better data management increases, so does the demand for NoSQL database solutions. NoSQL solutions provide scalable and flexible ...",35.0,NOSQL,Data Management; Database; NoSQL; Web Application
k_BrPj3TcTE,Essential Tools for Machine Learning - MATLAB Video,MATLAB,https://youtube.com/watch?v=k_BrPj3TcTE,2017-04-12T19:56:00Z,See what's new in the latest release of MATLAB and Simulink: https://goo.gl/3MdQK1 Download a trial: https://goo.gl/PSa78r Machine learning is quickly ...,24.0,Matlab,Embedded System; Feature Selection; Forecasting; Information Technology (IT); MATLAB; Machine Learning; Modelling; Simulink; Video
kbKty5ZVKMY,Learn Basic SQL in 15 Minutes | Business Intelligence For Beginners | SQL Tutorial For Beginners,Vitamin Business Intelligence,https://youtube.com/watch?v=kbKty5ZVKMY,2020-11-11T17:09:30Z,SKILLSHARE - GET 40% OFF YOUR 1ST YEAR OF PREMIUM! https://skillshare.eqcm.net/c/2534277/740980/4650 DATA HUBS FOR GOOGLE DATA ...,11.0,Structured Query Language (SQL),.NET Framework; Analytical; Business Intelligence (BI); Business Intelligence Tool; C; Dashboard; Data Visualization; Database; Design; Facebook; Golang; Links; Microsoft Excel; MySQL; RStudio; Rally; Structured Query Language (SQL); Table; Twitter; Video; Youtube
kdlIlIIHCz0,"C++ for C programmers -- lesson 1 (classes, constructors, methods, templates, is it efficient?)",Bisqwit,https://youtube.com/watch?v=kdlIlIIHCz0,2014-10-01T20:00:43Z,"Are you familiar with C, or with languages based on C? This video gives a quick introduction to C++: a very small core set of things that are new in C++ ...",48.0,C++,C++; Construction; English; HyperText Markup Language (HTML); Linked List; Robotics; Template; Twitter; Video
kf8vaA5Utt4,Microsoft Excel Tutorial - Advanced Formula Tricks in Office 365 That Nobody Knows,Learn Google Spreadsheets,https://youtube.com/watch?v=kf8vaA5Utt4,2021-07-20T12:00:21Z,"Learn Microsoft Excel Office 365 advanced formula tricks that most people don't know. Sign up to get updates, practice files and code snippets ...",44.0,Excel,Array; Microsoft Excel; Transformer
kh3a--gzIPg,DBMS - Basic Structure of SQL,Tutorials Point (India) Ltd.,https://youtube.com/watch?v=kh3a--gzIPg,2018-01-25T06:21:22Z,"DBMS - Basic Structure of SQL Watch more Videos at https://www.tutorialspoint.com/videotutorials/index.htm Lecture By: Mr. Arnab Chakraborty, Tutorials Point ...",28.0,Structured Query Language (SQL),Database Management System; Structured Query Language (SQL); Video
knaQgfxIi18,Warren Buffett and the Analysis of Financial Statements,R V C,https://youtube.com/watch?v=knaQgfxIi18,2019-10-14T19:37:20Z,"For a better viewing experience, I suggest watching at 1.5x speed. I no longer upload content on this channel. Please visit my new channel Girl Investors if you're ...",43.0,Financial Statements,Analysis; Finance; Financial Statement
kptBOpDhQPI,Prerequisites to Learn Hadoop,Koenig Solutions,https://youtube.com/watch?v=kptBOpDhQPI,2018-01-22T05:30:13Z,One very common question that generally people ask is What are the perequisites to learn Hadoop. This video will answer all of them.,15.0,Hadoop,Hadoop Ozone; Video
kqBYf6I0aYg,Western Apache Language flashcards 1,The Don Monique,https://youtube.com/watch?v=kqBYf6I0aYg,2019-03-21T19:35:16Z,Practicing some short Apache phrases on some flash cards. Heres part 1 of 2 videos.,7.0,APACHE,Apache; Video
kqUIoOM3WEs,Database Lesson #3 of 8 - The Structured Query Language (SQL),Dr. Daniel Soper,https://youtube.com/watch?v=kqUIoOM3WEs,2013-05-31T05:24:54Z,"Dr. Soper gives a lecture on using the structured query language (SQL) to work with databases. Topics include CREATE, ALTER, and DROP statements, ...",4.0,Structured Query Language (SQL),Database; Router; Structured Query Language (SQL); jQuery
kqtD5dpn9C8,Python for Beginners - Learn Python in 1 Hour,Programming with Mosh,https://youtube.com/watch?v=kqtD5dpn9C8,2020-09-16T13:00:20Z,This Python tutorial for beginners show how to get started with Python quickly. Learn to code in 1 hour! Watch this tutorial get started! Subscribe for more ...,2.0,Python,Arithmetic; Blogging; Facebook; Machine Learning; Python; Scikit-learn; Table; TensorFlow; Twitter; Variable
ktjafK4SgWM,"Learn the MERN Stack - Full Tutorial for Beginners (MongoDB, Express, React, NodeJS) in 12Hrs (2021)",Clever Programmer,https://youtube.com/watch?v=ktjafK4SgWM,2020-10-24T23:30:08Z,Free Training on How to Become a Developer in 90 Days: ...,17.0,MongoDB,Database; Front End; Instagram; JavaScript; MongoDB; Node.js; Programming; React; Testing; TikTok; Training; Web Development; Youtube
ku9KpcZ0sxI,#2 What is Database Management System ? || Microsoft SQL Server In Tamil,Collectiva Knowledge Academy,https://youtube.com/watch?v=ku9KpcZ0sxI,2017-10-22T10:30:00Z,Next topic : #3 SQL Server : https://www.youtube.com/watch?v=uE7jw0OcNjo&list=PLmjuBlzAWCzwEnssE9xPgPUd1ZlNCHKqS&index=3 Previous topic : #1 ...,26.0,Database Management System (DBMS),.NET Framework; Administration; Creatio; Database Management System; Facebook; History; Media; Microsoft SQL Server; Microsoft SQL Servers; MySQL; Programming; Software Application; Structured Query Language (SQL); Tamil; Video; Web Development; Windows; Youtube
kuUSNzd0ISg,Community Visualizations: Filter interactions,Google Analytics,https://youtube.com/watch?v=kuUSNzd0ISg,2019-05-28T17:38:45Z,Data Studio Developer Advocate Yulan Lin discusses how to write a community visualization that can act as a chart interaction filter. Use Data Studio ...,38.0,Visualizations,Chart; Documentation; RStudio; Visualization
kyjlxsLW1Is,Teach me STATISTICS in half an hour!,zedstatistics,https://youtube.com/watch?v=kyjlxsLW1Is,2018-12-01T23:47:22Z,"THE CHALLENGE: ""teach me statistics in half an hour with no mathematical formula"" The RESULT: an intuitive overview of distributions, sampling and ...",2.0,Statistics,Hypothesis Testing; Sampling; Statistics; Video
kzwZZdl8Am4,Should You Learn C++ in 2021,Devslopes,https://youtube.com/watch?v=kzwZZdl8Am4,2021-04-19T00:56:21Z,"Want to become a PAID developer? Apply to the Devslopes Academy: https://devslopes.com/apply In this video, Jason answers one of life's greatest questions.",9.0,C++,C++; Video
l-83AtuHqM0,Machine Learning in Power BI,Absent Data,https://youtube.com/watch?v=l-83AtuHqM0,2019-07-01T00:51:51Z,"We can utilize Python and Scikit-Learn machine algorithms in Power with the Run Script option. In this example, we will do churn analysis using classification ...",23.0,Power BI,Algorithm; Analysis; Business Intelligence (BI); Classification; Dataset; Github; LinkedIn; Logistic Regression; Logistics; Machine Learning; Microsoft Power BI; Python; Regression; Scikit-learn; Youtube
l5en4LJsfSg,Tutorial 27: K Means Clustering in python PRACTICAL SESSION|Unsupervised Machine Learning Clustering,Fahad Hussain,https://youtube.com/watch?v=l5en4LJsfSg,2019-09-17T08:29:46Z,"For Code, Slides and Notes https://fahadhussaincs.blogspot.com/ Do Subscribe, likes and Shares to others... Hi, Well come to Fahad Hussain Free Computer ...",32.0,Unsupervised Machine Learning,Artificial Intelligence (AI); Box; CODE V; Computer Science; Data Mining; Data Science; Dataset; Deep Learning; Hindi; Information Technology (IT); Machine Learning Algorithm; Nice; Pseudocode; Python; Supervised Learning; Supervised Machine Learning; Unsupervised Learning; Unsupervised Machine Learning; Urdu; Youtube; jQuery; k-means Clustering
l8jMvfOU3vQ,Apache Spark Tutorial for Beginners Part 1 - Installing Spark - Frank Kane,Udemy Tech,https://youtube.com/watch?v=l8jMvfOU3vQ,2018-03-09T01:15:08Z,Explore the full course on Udemy (special discount included in the link): https://www.udemy.com/the-ultimate-hands-on-hadoop-tame-your-big-data/?,23.0,SPARK,Apache Hadoop; Apache Spark; Big Data
lB3B01BfSP4,Trifacta Demo: Data Preparation For Machine Learning,Trifacta,https://youtube.com/watch?v=lB3B01BfSP4,2018-12-04T19:51:52Z,Data Prep For ML Demo This demo shows how to apply common transformations when preparing data for machine learning The following topics are covered: 1.,26.0,Data Preparation,Data Preparation; Machine Learning; Trifacta
lBBXmim527A,WARREN BUFFETT AND THE INTERPRETATION OF FINANCIAL STATEMENTS,The Swedish Investor,https://youtube.com/watch?v=lBBXmim527A,2019-09-24T06:00:05Z,Support the channel by getting your copy of Warren Buffett and the Interpretation of Financial Statements by Mary Buffett and David Clark here: ...,2.0,Financial Statements,.NET Framework; Accounting; Balance Sheet; Cash-flow Statement; Finance; Financial Statement; Income Statement; Real Estate; Stock Market; Trade; Video
lBBtq3Oawqw,MongoDB Full Course | MongoDB Tutorial | MongoDB Tutorial For Beginners | MongoDB  | Simplilearn,Simplilearn,https://youtube.com/watch?v=lBBtq3Oawqw,2021-06-04T15:13:40Z,"This MongoDB full course will help you understand the working of MongoDB. MongoDB is a NoSQL, document-based database management system.",3.0,MongoDB,Database Management System; MongoDB; NoSQL
lDpB9zF8LBw,What Is Database Management System ? | What Is DBMS ?,Learn Computer Science,https://youtube.com/watch?v=lDpB9zF8LBw,2019-10-03T15:52:41Z,"The Database Management System ( DBMS ) is a software application used to create , manage and administer databases. The DBMS also provides the ...",5.0,Database Management System (DBMS),Algorithm; Blogging; Computer Engineering; Computer Programming; Computer Science; Data Structure; Database Design; Database Management System; Enterprise Software; Entity Relationship Diagram (ERD); MySQL; Operating System; Processing; Relational Database; Software Application; Software Development Life Cycle (SDLC); Software Engineering; Web Design; Youtube
lE7P2qG3dB0,2. Talend Data Preparation – How to Prepare Data and Work with Recipes,Talend,https://youtube.com/watch?v=lE7P2qG3dB0,2020-10-01T20:52:53Z,"Talend Data Preparation is designed to systematically cleanse, shape and enrich data—all in just a few clicks. In this video you will see how to create a ...",23.0,Data Preparation,Data Cleansing; Data Preparation; Dataset; Video
lEfrr0Yr684,Unsupervised Learning explained,deeplizard,https://youtube.com/watch?v=lEfrr0Yr684,2017-12-02T03:56:52Z,"In this video, we explain the concept of unsupervised learning. We also discuss applications of unsupervised learning, like clustering algorithms and ...",7.0,Unsupervised Machine Learning,Algorithm; Audio; Autoencoder; Blogging; Clustering; Data Science; Deep Learning; Facebook; Golang; Instagram; Keras; Microsoft Access; Music; Social Media; Supervised Learning; Twitter; Unsupervised Learning; Video; Youtube
lG45bWUxBSU,JavaScript in Tamil,Tamil Developer,https://youtube.com/watch?v=lG45bWUxBSU,2019-04-20T05:25:37Z,Learn Javascript in Tamil. This is a full course on Javascript in Tamil language. This Javascript Tutorial for Beginners Explains the following concepts: The ...,21.0,JavaScript,Arithmetic; Array; Cascading Style Sheet (CSS); ECMAScript; Git; Github; HyperText Markup Language (HTML); JavaScript; PHP; Repetition; Tamil; Telegram; Variable; Version Control System; Video; WordPress; Youtube
lGcy774xRIs,Trend Analysis using Tableau | Understanding Trend Lines | Learn Tableau | Tableau Tutorial |Edureka,edureka!,https://youtube.com/watch?v=lGcy774xRIs,2015-02-26T12:35:17Z,Watch Sample Class recording: ...,35.0,Tableau,Analysis; Blogging; Business Intelligence (BI); Dashboard; Data Visualization; Free Hand; Google Analytics; Graph; Heat Map; Platform; Retail; Tableau; Video; Visualization
lGzT91ETgFk,Should you learn C++ in 2020 - What &amp; Why to learn c++? (Mastering C++ - Part 1),Dot Net,https://youtube.com/watch?v=lGzT91ETgFk,2020-07-19T08:24:58Z,"Because C++, like the PC, is hardly replaceable. The most popular OS, Windows, have their kernels written in C ground up, alongside with C++ with the more ...",30.0,C++,.NET Framework; Angular; Assembly; C#; C++; Cascading Style Sheet (CSS); Data Science; Deep Learning; Facebook; Golang; HyperText Markup Language (HTML); Instagram; Java; Machine Learning; Management; Mobile Development; Programming; Rally; Software Tool; Twitter; Unity; User Interface (UI); Web Development; Windows; Youtube
lL2PXC1fmnQ,"Learn JAVA – Session 1 II Introduction to JAVA, Basics, Why JAVA?",Freshersworld.com,https://youtube.com/watch?v=lL2PXC1fmnQ,2017-05-09T07:30:23Z,"Learn JAVA PROGRAM is an initiative of Freshersworld.com to make candidates more Technical competent for JAVA based jobs, please register to ...",25.0,Java,Java; Play; Property; Training; Video
lNulXGizZxo,Artificial Intelligence And Deep Learning Full Course | Artificial Intelligence Course | Simplilearn,Simplilearn,https://youtube.com/watch?v=lNulXGizZxo,2021-07-19T01:37:01Z,Enroll for Free AI Course & Get Your Completion Certificate: ...,43.0,Artificial Intelligence (AI),Algorithm; Amazon Web Service (AWS); Artificial Intelligence (AI); Artificial Neural Network (ANN); Big Data Analysis; Big Data Analytics; Classification; Collaboration; Complexity; Computing; Deep Learning; Facebook; Graphics Processing Unit (GPU); Image; Instagram; Keras; LinkedIn; Machine Learning; Microsoft Access; Natural Language Processing (NLP); Object Detection; OpenCV; Pattern Recognition; Python; React; Recurrent Neural Network (RNN); Reinforcement Learning; Speech Recognition; Statistics; Telegram; TensorFlow; Training; Translation; Twitter; Video; Youtube
lPJbPb4KL1A,Is it the Right Time for me to Learn Hadoop? Know Why | Big Data and Hadoop Tutorial | Edureka,edureka!,https://youtube.com/watch?v=lPJbPb4KL1A,2015-09-30T12:28:39Z,Hadoop Training: https://www.edureka.co/hadoop ) Show Notes: http://goo.gl/2i0rLC Check our Hadoop Tutorial blog series here: https://goo.gl/LFesy8 This ...,48.0,Hadoop,Apache Hive; Apache Oozie; Apache Pig; Apache Spark; Apache Sqoop; Architecture; Big Data Analysis; Big Data Analytics; Blogging; Business Intelligence (BI); Complexity; Database; Extract Transform Load (ETL); Facebook; Golang; Gradle; HBase; Hadoop Distributed File System (HDFS); Instagram; Investigational New Drug (IND); LeSS; LinkedIn; Management; MapReduce; Microsoft Access; News; Processing; Technical Support; Testing; Training; Twitter; Video
